Year_of_Birth,Education_Level,Marital_Status,Disposable_Income,No_of_Kids_in_home,No_of_Teen_in_home,Recency,Discounted_Purchases,WebPurchases,CatalogPurchases,StorePurchases,Amount_on_Wines,Amount_on_Fruits,Amount_on_MeatProducts,Amount_on_FishProducts,Amount_on_SweetProducts,Amount_on_GoldProds,WebVisitsMonth,Cmp3Accepted,Cmp4Accepted,Cmp5Accepted,Cmp1Accepted,Cmp2Accepted,Any_Complain,Enrol_year,Enrol_Month,Enrol_Age,Enrol_day,Enrol_wkday,Year_Birth_Clus,CatPurchase_Clus,WebPurchuse_Clus,WebVisit_Clus,Education_Ordinal
1952,Graduation,Married,41805.6,1,1,69,3,2,1,4,33,26,29,29,14,47,6,0,0,0,0,0,0,2013,1,61,19,Saturday,1,0,0,0,5
1980,Basic,Single,19034.4,1,0,33,1,1,0,3,6,4,4,11,9,10,8,0,0,0,0,0,0,2013,6,33,27,Thursday,1,0,0,0,1
1969,Master,Single,60016.8,1,0,16,2,4,1,8,239,17,77,19,10,42,5,0,0,0,0,0,0,2014,1,45,22,Wednesday,1,0,0,0,3
1979,Graduation,Together,27330.0,1,0,47,1,1,0,2,10,4,8,0,0,1,8,0,0,0,0,0,0,2013,6,34,19,Wednesday,1,0,0,0,5
1952,Graduation,Single,72826.8,0,1,30,4,4,4,10,245,93,216,63,6,24,3,0,0,0,0,0,0,2013,1,61,6,Sunday,1,0,0,0,5
1963,Graduation,Single,83552.4,0,1,42,2,8,2,11,236,164,215,171,30,53,5,0,0,0,0,0,0,2013,3,50,17,Sunday,1,0,0,0,5
1988,Graduation,Divorced,97633.2,0,0,25,1,3,10,13,168,26,424,27,65,76,1,0,0,0,0,0,0,2014,2,26,25,Tuesday,1,0,0,0,5
1974,Graduation,Divorced,85353.59999999999,1,0,87,3,2,10,12,963,162,447,20,0,31,7,0,0,0,0,0,0,2012,6,38,10,Sunday,1,0,0,0,5
1960,Graduation,Married,73416.0,0,1,77,2,5,5,6,408,27,29,6,24,218,3,1,0,0,0,0,0,2014,4,54,23,Wednesday,1,0,0,0,5
1960,PhD,Widow,81343.2,0,0,7,1,3,6,6,436,85,441,80,20,102,1,0,0,0,0,0,0,2013,7,53,12,Friday,1,0,0,0,4
1976,Graduation,Single,39898.8,1,0,18,2,2,1,3,11,13,21,19,14,42,6,0,0,0,0,0,0,2013,2,37,20,Wednesday,1,0,0,0,5
1960,Graduation,Married,78037.2,0,1,36,4,10,3,13,263,110,291,84,37,86,7,0,0,0,0,0,0,2013,3,53,17,Sunday,1,0,0,0,5
1951,Graduation,Together,32643.6,1,1,99,2,1,1,2,18,5,21,4,0,24,8,0,0,0,0,0,0,2012,6,61,8,Friday,1,0,0,0,5
1961,Graduation,Together,75368.4,0,1,90,3,5,3,12,531,31,135,10,21,99,5,0,0,0,0,0,0,2012,8,51,31,Friday,1,0,0,0,5
1959,Secondary,Single,46489.2,1,1,67,2,2,0,3,12,13,17,8,6,13,7,0,0,0,0,0,0,2014,3,55,30,Sunday,1,0,0,0,2
1958,Graduation,Together,60139.2,1,1,75,2,1,0,4,59,3,10,0,0,2,5,0,1,0,0,0,0,2014,6,56,20,Friday,1,0,0,0,5
1973,Master,Divorced,45312.0,1,0,61,1,2,0,3,31,6,13,2,10,0,6,0,0,0,0,0,0,2013,11,40,8,Friday,1,0,0,0,3
1980,Graduation,Married,44137.2,1,0,23,1,2,1,2,34,4,17,0,3,13,8,0,0,0,0,0,0,2014,10,34,4,Saturday,1,0,0,0,5
1977,Graduation,Married,78798.0,0,1,84,1,5,10,8,230,165,387,106,36,29,3,0,0,0,0,0,0,2013,2,36,12,Tuesday,1,0,0,0,5
1957,Graduation,Divorced,26764.8,0,0,98,1,1,0,2,8,5,7,0,4,2,8,0,0,0,0,0,0,2012,4,55,8,Sunday,1,0,0,0,5
1974,Graduation,Married,38760.0,1,0,8,1,1,0,3,18,6,6,6,5,6,8,0,0,0,0,0,0,2013,3,39,1,Friday,1,0,0,0,5
1975,PhD,Single,47028.0,1,0,98,2,2,1,4,73,11,18,19,8,12,5,0,0,0,0,0,0,2014,4,39,26,Saturday,1,0,0,0,4
1979,Graduation,Single,9000.0,1,1,12,4,2,1,3,11,8,4,13,4,25,6,0,0,0,0,0,0,2012,12,33,27,Thursday,1,0,0,0,5
1978,Graduation,Together,799999.2,1,0,30,4,3,1,3,14,17,18,8,1,12,6,0,0,0,0,0,0,2013,2,35,6,Wednesday,1,0,0,0,5
1977,PhD,Married,66508.8,0,1,13,4,7,5,9,467,64,184,10,53,107,6,1,0,0,0,0,0,2012,11,35,25,Sunday,1,0,0,0,4
1976,Graduation,Single,40746.0,1,0,99,4,5,1,5,105,5,128,23,7,10,8,0,0,0,0,0,0,2013,9,37,8,Sunday,1,0,0,0,5
1975,Graduation,Together,68058.0,0,0,59,1,7,3,4,263,108,239,237,172,9,4,0,0,0,0,0,0,2012,5,37,12,Saturday,1,0,0,0,5
1950,PhD,Married,96432.0,0,0,63,2,4,4,5,1498,89,454,112,43,43,2,0,1,1,1,0,0,2013,3,63,3,Sunday,1,0,0,0,4
1951,Graduation,Divorced,98952.0,0,0,85,1,5,3,6,260,50,573,52,32,15,1,0,0,0,0,0,0,2013,2,62,12,Tuesday,1,0,0,0,5
1968,Graduation,Married,27088.8,2,1,35,2,2,0,3,30,3,8,2,0,2,7,0,0,0,0,0,0,2013,10,45,28,Monday,1,0,0,0,5
1978,Graduation,Together,116251.2,0,0,86,1,7,7,9,913,46,735,40,194,21,2,0,1,1,1,0,0,2013,6,35,8,Saturday,1,0,0,0,5
1966,Graduation,Married,57607.2,1,1,62,1,1,0,3,28,3,11,3,2,2,6,0,0,0,0,0,0,2014,9,48,6,Saturday,1,0,0,0,5
1976,PhD,Married,43995.6,1,0,47,1,1,1,3,23,3,6,3,3,5,2,0,0,0,0,0,0,2014,4,38,25,Friday,1,0,0,0,4
1949,Graduation,Single,109010.4,0,0,64,1,4,9,13,779,73,118,182,187,93,1,0,0,0,0,0,0,2013,7,64,29,Monday,1,0,0,0,5
1969,Graduation,Together,92858.4,0,1,43,2,5,7,12,496,51,231,112,105,134,1,0,0,1,0,0,0,2014,7,45,1,Tuesday,1,0,0,0,5
1974,Graduation,Married,95511.6,0,0,77,1,5,6,7,355,63,568,110,133,145,2,0,0,1,0,0,0,2014,12,40,5,Friday,1,0,0,0,5
1952,Graduation,Single,58908.0,0,1,52,3,7,2,9,499,8,82,7,0,100,7,0,0,0,0,0,0,2013,7,61,19,Friday,1,0,0,0,5
1993,Master,Together,51204.0,0,0,19,1,4,2,4,159,5,46,20,4,15,4,0,0,0,0,0,0,2013,4,20,27,Saturday,1,0,0,0,3
1977,Graduation,Together,61642.8,0,1,91,2,8,2,4,302,10,79,0,11,182,8,0,0,0,0,0,0,2012,10,35,25,Thursday,1,0,0,0,5
1979,Secondary,Together,46442.4,1,0,78,2,3,0,4,18,14,24,13,8,40,6,0,0,0,0,0,0,2013,1,34,8,Tuesday,1,0,0,0,2
1972,Master,Married,68220.0,0,1,90,1,1,1,3,39,4,19,2,7,0,2,0,0,0,0,0,0,2014,3,42,23,Sunday,1,0,0,0,3
1980,Graduation,Together,41220.0,1,0,88,1,1,0,3,21,6,15,2,1,11,7,0,0,0,0,0,0,2013,10,33,19,Saturday,1,0,0,0,5
1978,PhD,Married,83266.8,0,1,24,1,7,2,12,427,10,238,69,46,15,4,0,0,0,0,0,0,2012,9,34,28,Friday,1,0,0,0,4
1973,Master,Married,68563.2,1,1,55,9,5,2,10,311,8,109,21,109,92,6,0,0,0,0,0,0,2013,9,40,7,Saturday,1,0,0,0,3
1953,Graduation,Divorced,59565.6,0,1,78,1,1,0,3,23,13,3,3,5,0,2,0,0,0,0,0,0,2014,4,61,19,Saturday,1,0,0,0,5
1986,Graduation,Single,87483.59999999999,0,0,81,1,7,5,8,1072,141,750,0,19,39,4,0,1,1,1,0,0,2013,10,27,29,Tuesday,1,0,0,0,5
1978,Secondary,Single,38253.6,0,1,14,1,1,0,4,28,7,5,10,5,23,3,0,0,0,0,0,0,2014,6,36,22,Sunday,1,0,0,0,2
1971,Secondary,Married,18378.0,0,0,34,2,2,0,4,12,7,13,15,8,17,5,0,0,0,0,0,0,2013,3,42,8,Friday,1,0,0,0,2
1974,Secondary,Married,42825.6,2,1,101,7,4,1,4,78,6,90,12,1,32,8,0,0,0,0,0,0,2012,8,38,22,Wednesday,1,0,0,0,2
1983,Graduation,Together,48574.8,1,0,102,1,0,0,3,10,3,8,2,0,0,4,0,0,0,0,0,0,2013,8,30,17,Saturday,1,0,0,0,5
1977,Master,Married,98314.8,1,0,67,2,4,4,10,1491,58,278,49,0,185,6,1,0,1,0,0,0,2012,9,35,29,Saturday,1,0,0,0,3
1976,Graduation,Divorced,100594.8,0,0,85,0,4,7,6,902,164,430,186,161,27,1,1,0,1,1,0,0,2013,8,37,10,Saturday,1,0,0,0,5
1970,Graduation,Together,46033.2,1,0,81,3,3,1,3,44,3,56,20,8,14,7,0,0,0,0,0,0,2013,12,43,27,Friday,1,0,0,0,5
1959,Master,Together,50778.0,0,1,97,3,1,4,4,72,18,80,17,11,80,3,0,0,0,0,0,0,2013,12,54,7,Saturday,1,0,0,0,3
1973,Graduation,Married,78822.0,0,1,61,1,9,2,9,647,17,49,0,7,57,5,0,0,0,0,0,0,2014,3,41,29,Saturday,1,0,0,0,5
1969,Master,Divorced,49602.0,1,0,31,3,4,1,4,117,22,21,16,14,5,7,0,0,0,0,0,0,2013,12,44,26,Thursday,1,0,0,0,3
1971,PhD,Married,96403.2,0,0,19,1,2,9,13,214,22,456,160,142,66,1,0,0,0,0,0,0,2013,9,42,9,Monday,1,0,0,0,4
1968,PhD,Divorced,34104.0,1,0,43,1,1,0,2,9,5,5,2,0,0,6,0,0,0,0,0,0,2013,12,45,24,Tuesday,1,0,0,0,4
1988,Secondary,Married,36468.0,0,0,12,1,2,0,3,15,15,12,25,1,20,6,0,0,0,0,0,0,2013,2,25,9,Saturday,1,0,0,0,2
1978,PhD,Married,74395.2,0,1,34,3,6,4,8,1055,15,144,0,0,24,5,0,1,0,1,1,0,2013,1,35,31,Thursday,1,0,0,0,4
1983,Graduation,Married,95889.6,0,0,37,1,5,6,7,562,132,761,29,185,111,2,0,0,1,0,0,0,2013,5,30,4,Saturday,1,0,0,0,5
1977,Master,Together,45010.8,1,0,31,2,3,0,4,42,8,56,12,8,5,7,0,0,0,0,0,0,2012,12,35,9,Sunday,1,0,0,0,3
1979,Graduation,Married,85712.4,2,0,33,2,8,2,8,217,126,177,15,64,23,4,0,0,0,0,0,0,2014,12,35,3,Wednesday,1,0,0,0,5
1965,PhD,Married,78631.2,0,1,29,1,4,4,8,402,22,69,12,0,9,2,0,0,0,0,0,0,2014,11,49,4,Tuesday,1,0,0,0,4
1992,Graduation,Married,61647.6,0,0,44,1,3,5,3,88,5,101,64,26,117,4,0,0,0,0,0,0,2013,6,21,22,Saturday,1,0,0,0,5
1987,Secondary,Together,24589.2,0,0,23,1,0,1,2,10,7,5,4,2,10,7,0,0,0,0,0,0,2013,1,26,25,Friday,1,0,0,0,2
1991,Graduation,Married,21866.4,0,0,77,1,2,0,3,17,7,19,12,6,14,8,0,0,0,0,0,0,2012,12,21,31,Monday,1,0,0,0,5
1977,Graduation,Married,68326.8,0,1,26,2,3,3,10,261,37,103,90,29,49,3,0,0,0,0,0,0,2013,9,36,18,Wednesday,1,0,0,0,5
1971,Graduation,Single,40436.4,1,0,41,1,1,0,2,9,6,7,0,3,11,7,1,0,0,0,0,0,2013,9,42,15,Sunday,1,0,0,0,5
1973,Secondary,Single,78844.8,0,0,25,1,2,10,10,284,175,74,38,8,246,1,0,0,0,0,0,0,2013,10,40,13,Sunday,1,0,0,0,2
1948,Master,Together,93711.6,0,0,60,1,4,7,5,373,35,639,13,43,10,1,0,0,0,0,0,0,2013,11,65,12,Tuesday,1,0,0,0,3
1960,Graduation,Divorced,62798.4,0,0,70,1,3,2,6,217,8,33,7,0,2,4,0,1,0,0,0,0,2013,8,53,28,Wednesday,1,0,0,0,5
1950,PhD,Divorced,43135.2,1,1,31,1,0,0,3,13,3,3,0,0,0,5,0,0,0,0,0,0,2013,9,63,27,Friday,1,0,0,0,4
1969,Graduation,Together,48625.2,1,1,89,1,0,1,2,17,3,5,0,0,4,5,0,0,0,0,0,0,2013,5,44,4,Saturday,1,0,0,0,5
1953,Graduation,Together,90333.6,0,0,24,1,6,3,13,309,101,230,150,74,74,3,0,0,0,0,0,0,2013,1,60,29,Tuesday,1,0,0,0,5
1971,Graduation,Together,63824.4,1,0,73,2,4,1,6,216,5,30,7,7,10,5,0,0,0,0,0,0,2013,10,42,26,Saturday,1,0,0,0,5
1948,Graduation,Together,89382.0,0,0,65,1,6,7,12,504,152,815,173,49,49,3,0,0,0,0,0,0,2013,8,65,24,Saturday,1,0,0,0,5
1953,PhD,Single,74400.0,0,1,32,1,6,6,13,904,3,101,0,0,20,4,0,0,0,1,0,0,2013,8,60,25,Sunday,1,0,0,0,4
1982,Secondary,Single,50874.0,1,1,42,4,3,1,4,53,16,57,24,15,25,7,0,0,0,0,0,0,2014,4,32,4,Friday,1,0,0,0,2
1978,PhD,Divorced,41384.4,1,1,101,3,3,0,3,24,21,33,24,1,8,9,0,0,0,0,0,0,2012,6,34,9,Saturday,1,0,0,0,4
1979,Secondary,Married,31468.8,1,0,46,3,2,1,3,9,10,15,13,9,15,6,0,0,0,0,0,0,2013,4,34,6,Saturday,1,0,0,0,2
1978,Graduation,Married,50416.8,1,0,63,6,7,1,6,249,18,108,4,15,50,8,0,0,0,0,0,0,2012,8,34,17,Friday,1,0,0,0,5
1990,Graduation,Single,36334.8,1,0,20,1,1,0,3,15,7,14,4,4,1,8,0,0,0,0,0,0,2012,12,22,30,Sunday,1,0,0,0,5
1960,PhD,Divorced,82566.0,0,1,80,1,3,1,7,187,5,49,17,13,20,2,0,0,0,0,0,0,2013,9,53,17,Tuesday,1,0,0,0,4
1972,Secondary,Married,93649.2,0,0,100,1,4,4,9,487,38,553,72,160,17,2,0,0,0,0,0,0,2012,12,40,16,Sunday,1,0,0,0,2
1983,Graduation,Married,75853.2,0,0,10,2,3,8,7,150,196,459,205,26,145,2,0,0,0,0,0,0,2012,2,29,11,Saturday,1,0,0,0,5
1981,Basic,Married,19206.0,1,0,76,3,2,1,2,6,6,2,20,30,47,8,0,0,0,0,0,0,2012,8,31,14,Tuesday,1,0,0,0,1
1991,Graduation,Married,22714.8,0,0,22,1,1,0,4,37,3,8,23,4,18,6,0,0,0,0,0,0,2013,2,22,16,Saturday,1,0,0,0,5
1984,PhD,Married,40282.8,1,0,17,1,1,1,2,21,5,18,3,0,24,8,1,0,0,0,0,0,2013,10,29,16,Wednesday,1,0,0,0,4
1986,Master,Married,24670.8,1,0,95,2,2,0,3,18,4,29,3,0,7,8,0,0,0,0,0,0,2013,12,27,3,Tuesday,1,0,0,0,3
1970,Master,Together,79771.2,0,1,87,2,6,8,10,747,31,152,25,9,57,4,0,0,0,0,0,0,2013,4,43,12,Friday,1,0,0,0,3
1976,Graduation,Married,91281.6,0,1,74,1,2,3,4,1120,15,128,33,12,76,6,0,1,0,0,1,0,2012,11,36,29,Thursday,1,0,0,0,5
1971,Graduation,Together,80902.8,0,1,36,4,9,4,8,851,87,352,91,56,42,5,0,0,0,0,0,0,2013,1,42,16,Wednesday,1,0,0,0,5
1981,Secondary,Single,81007.2,0,1,80,1,4,1,6,95,41,67,33,36,67,3,0,0,0,0,0,0,2014,2,33,1,Saturday,1,0,0,0,2
1959,PhD,Single,86029.2,0,0,7,1,4,7,5,341,133,411,240,32,43,2,0,0,0,0,0,0,2014,3,55,17,Monday,1,0,0,0,4
1953,Graduation,Married,42844.8,1,1,61,3,2,0,4,35,12,12,2,11,30,4,0,0,0,0,0,0,2014,3,61,1,Saturday,1,0,0,0,5
1991,Graduation,Single,116211.6,0,0,67,1,6,11,10,453,74,951,40,17,17,2,0,0,1,0,0,0,2013,4,22,23,Tuesday,1,0,0,0,5
1966,Graduation,Married,97401.6,0,0,91,1,6,4,7,415,3,592,147,22,22,3,0,0,0,1,0,0,2014,7,48,5,Saturday,1,0,0,0,5
1974,PhD,Married,44881.2,1,0,21,2,2,0,3,24,6,19,3,1,3,7,0,0,0,0,0,0,2014,6,40,5,Thursday,1,0,0,0,4
1968,PhD,Single,63082.8,0,1,61,1,2,0,4,90,3,3,0,0,7,3,0,0,0,0,0,0,2014,5,46,4,Sunday,1,0,0,0,4
1947,Master,Married,80202.0,0,0,28,1,6,4,13,625,29,195,34,17,141,2,0,0,0,0,0,0,2013,9,66,28,Saturday,1,0,0,0,3
1967,Graduation,Together,84855.59999999999,0,1,30,6,5,6,8,741,117,279,82,76,190,3,0,0,0,0,0,0,2012,3,45,12,Monday,1,0,0,0,5
1974,PhD,Together,24512.4,1,0,70,1,1,0,2,10,3,4,0,0,1,8,0,0,0,0,0,0,2014,3,40,24,Monday,1,0,0,0,4
1965,Master,Single,69969.59999999999,0,1,84,4,2,6,3,696,3,69,10,0,130,8,0,0,0,0,0,0,2013,12,48,1,Sunday,1,0,0,0,3
1985,Graduation,Married,66520.8,1,0,28,3,5,3,13,243,118,215,169,69,76,4,0,0,0,0,0,0,2013,5,28,10,Friday,1,0,0,0,5
1982,Master,Together,93458.4,0,0,36,1,3,3,5,73,132,396,188,22,15,1,0,0,0,0,0,0,2014,4,32,30,Wednesday,1,0,0,0,3
1965,Graduation,Married,70214.4,0,1,32,5,3,4,8,900,13,101,13,0,152,8,0,0,0,0,0,0,2013,9,48,19,Thursday,1,0,0,0,5
1956,PhD,Married,70178.4,0,1,66,2,7,4,9,581,10,115,19,7,7,6,0,1,0,0,0,0,2014,12,58,3,Wednesday,1,0,0,0,4
1944,Master,Married,78087.59999999999,0,0,72,1,5,3,5,634,20,177,69,0,8,2,0,0,0,0,0,1,2013,8,69,20,Tuesday,1,0,0,0,3
1993,Basic,Married,20707.2,1,0,17,2,2,1,2,11,7,14,8,8,22,8,1,0,0,0,0,0,2013,11,20,23,Saturday,1,0,0,0,1
1983,Master,Together,28393.2,1,0,53,1,1,0,3,23,3,4,0,0,1,7,0,0,0,0,0,0,2013,4,30,12,Friday,1,0,0,0,3
1990,Graduation,Single,25768.8,1,0,7,2,3,1,2,11,19,24,11,0,34,7,1,0,0,0,0,0,2014,8,24,4,Monday,1,0,0,0,5
1966,Graduation,Divorced,36756.0,1,1,74,2,2,0,3,32,4,12,2,0,10,7,0,0,0,0,0,0,2014,1,48,27,Monday,1,0,0,0,5
1973,Graduation,Together,71841.59999999999,0,1,44,7,11,2,12,776,54,154,54,10,154,6,0,0,0,0,0,0,2013,7,40,22,Monday,1,0,0,0,5
1967,Graduation,Married,53752.8,0,1,106,1,2,0,3,59,3,7,0,0,4,6,0,0,0,0,0,0,2014,8,47,6,Wednesday,1,0,0,0,5
1952,Master,Widow,88446.0,0,2,93,2,9,6,8,617,94,520,258,107,107,5,0,0,0,0,0,0,2014,5,62,3,Saturday,1,0,0,0,3
1976,Graduation,Married,42956.4,0,1,23,2,2,0,3,32,4,14,4,1,21,8,0,0,0,0,0,0,2012,10,36,16,Tuesday,1,0,0,0,5
1966,Master,Married,89767.2,0,1,8,2,5,4,5,675,12,249,0,28,9,4,0,0,0,0,0,0,2012,12,46,19,Wednesday,1,0,0,0,3
1979,Graduation,Married,39646.8,1,0,11,1,2,0,4,35,11,12,8,8,12,5,0,0,0,0,0,0,2013,9,34,9,Monday,1,0,0,0,5
1982,PhD,Single,43245.6,1,0,89,2,3,0,3,28,3,15,0,2,7,6,0,0,0,0,0,0,2013,5,31,31,Friday,1,0,0,0,4
1979,Graduation,Married,77775.59999999999,1,0,88,1,7,2,10,298,3,124,179,97,52,5,0,0,0,0,0,0,2014,2,35,1,Saturday,1,0,0,0,5
1983,Graduation,Single,46024.22207295039,1,0,64,2,2,0,3,16,6,22,2,2,6,6,0,0,0,0,0,0,2013,6,30,17,Monday,1,0,0,0,5
1959,PhD,Together,78585.59999999999,0,0,53,1,3,4,6,608,48,207,36,18,54,1,0,0,0,0,0,0,2014,6,55,13,Friday,1,0,0,0,4
1953,Master,Married,92432.4,0,1,30,2,8,3,6,825,60,242,45,0,11,4,0,0,0,0,0,0,2014,5,61,2,Friday,1,0,0,0,3
1957,Master,Together,83094.0,0,1,15,2,6,5,10,433,33,214,80,30,61,3,0,0,0,0,0,0,2014,1,57,24,Friday,1,0,0,0,3
1966,Master,Single,83858.4,0,0,101,1,3,7,9,297,130,635,132,127,165,1,0,0,0,0,0,0,2013,10,47,11,Friday,1,0,0,0,3
1952,Graduation,Married,91083.6,0,1,57,2,6,6,9,345,111,185,130,38,100,3,0,0,0,0,0,0,2013,8,61,4,Sunday,1,0,0,0,5
1979,PhD,Married,45260.4,1,0,38,1,1,0,2,14,3,6,4,1,5,9,0,0,0,0,0,0,2012,11,33,23,Friday,1,0,0,0,4
1976,Master,Together,41011.2,0,1,16,1,1,0,3,16,5,7,4,2,2,3,0,0,0,0,0,0,2014,1,38,22,Wednesday,1,0,0,0,3
1954,Graduation,Widow,64383.6,0,0,36,2,10,4,12,820,13,239,28,10,108,6,0,0,0,0,0,0,2012,7,58,11,Wednesday,1,0,0,0,5
1967,Graduation,Single,41644.8,0,1,72,1,1,0,3,34,3,5,0,1,5,5,0,0,0,0,0,0,2013,4,46,27,Saturday,1,0,0,0,5
1968,PhD,Married,75895.2,0,2,67,1,6,3,12,598,33,91,29,22,7,4,0,0,0,0,0,0,2013,8,45,20,Tuesday,1,0,0,0,4
1976,PhD,Divorced,72664.8,1,0,15,2,8,4,9,593,10,76,110,15,15,6,0,0,0,0,0,0,2013,9,37,8,Sunday,1,0,0,0,4
1988,Graduation,Single,35083.2,1,0,37,2,4,0,3,42,7,24,16,9,9,9,0,0,0,0,0,0,2013,8,25,10,Saturday,1,0,0,0,5
1967,Graduation,Divorced,58652.4,0,1,34,1,3,0,4,107,4,15,2,0,24,7,0,0,0,0,0,0,2014,5,47,1,Thursday,1,0,0,0,5
1970,Graduation,Together,70700.4,1,2,17,5,4,1,6,156,10,89,0,7,28,5,0,0,0,0,0,0,2013,3,43,24,Sunday,1,0,0,0,5
1949,PhD,Divorced,54086.4,1,2,81,5,6,1,4,149,5,99,7,2,30,8,0,0,0,0,0,0,2013,10,64,16,Wednesday,1,0,0,0,4
1981,Graduation,Married,22928.4,1,0,56,2,1,0,3,7,7,9,10,5,16,7,0,0,0,0,0,0,2013,8,32,22,Thursday,1,0,0,0,5
1964,Graduation,Single,37179.6,0,0,57,1,4,0,3,56,7,50,12,1,49,8,0,0,0,0,0,0,2012,9,48,11,Tuesday,1,0,0,0,5
1970,Graduation,Widow,48708.0,1,1,37,5,3,4,3,159,3,50,6,11,37,6,1,0,0,0,0,0,2013,2,43,10,Sunday,1,0,0,0,5
1961,Master,Together,20572.8,1,1,103,5,3,0,4,23,5,19,0,2,6,7,0,0,0,0,0,0,2014,2,53,15,Saturday,1,0,0,0,3
1987,PhD,Together,45836.4,1,0,93,1,1,0,3,28,3,11,2,1,3,5,0,0,0,0,0,0,2013,6,26,29,Saturday,1,0,0,0,4
1963,Graduation,Divorced,47462.4,1,1,61,7,6,2,5,170,6,147,4,24,41,8,0,0,0,0,0,0,2012,12,49,18,Tuesday,1,0,0,0,5
1968,Secondary,Together,36903.6,1,1,92,2,1,1,3,17,8,25,0,9,30,5,0,0,0,0,0,0,2013,11,45,7,Thursday,1,0,0,0,2
1972,Graduation,Together,83916.0,0,0,28,1,4,5,12,257,101,827,219,70,196,3,0,0,0,0,0,0,2013,5,41,26,Sunday,1,0,0,0,5
1971,PhD,Divorced,42818.4,1,0,41,1,1,1,3,28,3,8,6,2,18,2,0,0,0,0,0,0,2014,6,43,27,Friday,1,0,0,0,4
1952,Graduation,Married,39445.2,1,1,35,1,1,0,3,27,5,12,0,2,5,4,0,0,0,0,0,0,2013,9,61,3,Tuesday,1,0,0,0,5
1953,Graduation,Together,100612.8,0,0,64,1,4,4,11,906,34,345,75,31,191,1,0,0,1,0,0,0,2013,12,60,5,Thursday,1,0,0,0,5
1992,Graduation,Married,51229.2,0,0,55,1,5,1,6,184,5,64,38,17,58,5,0,0,0,0,0,0,2013,8,21,16,Friday,1,0,0,0,5
1955,Graduation,Married,75384.0,0,0,58,1,3,4,6,403,64,265,138,61,53,1,0,0,0,0,0,0,2013,11,58,5,Tuesday,1,0,0,0,5
1980,Master,Single,19983.6,1,0,17,3,2,1,3,10,10,31,15,4,7,6,0,0,0,0,0,0,2014,4,34,18,Friday,1,0,0,0,3
1949,Graduation,Married,110812.8,0,0,16,0,5,10,5,997,27,694,51,19,119,1,1,0,1,0,0,0,2014,1,65,15,Wednesday,1,0,0,0,5
1964,PhD,Single,58701.6,1,1,28,2,1,0,4,57,3,9,0,0,1,4,0,0,0,0,0,0,2014,12,50,4,Thursday,1,0,0,0,4
1960,Master,Together,106944.0,0,0,85,1,5,6,7,1173,95,408,72,129,55,1,0,0,1,0,0,0,2014,3,54,17,Monday,1,0,0,0,3
1970,Graduation,Married,31564.8,1,0,12,1,1,0,2,9,4,5,2,0,4,7,0,0,0,0,0,0,2013,6,43,23,Sunday,1,0,0,0,5
1971,Graduation,Married,84740.4,0,0,52,1,3,3,7,358,64,753,40,46,27,2,0,0,0,0,0,0,2013,6,42,23,Sunday,1,0,0,0,5
1984,Master,Married,32520.0,1,0,71,1,1,0,3,17,3,13,2,0,10,7,0,0,0,0,0,0,2013,5,29,4,Saturday,1,0,0,0,3
1974,Secondary,Married,51660.0,1,0,17,2,2,0,4,35,8,24,6,3,8,5,0,0,0,0,0,0,2014,3,40,18,Tuesday,1,0,0,0,2
1995,Graduation,Single,114634.8,0,0,36,1,7,3,7,775,32,890,250,27,24,3,0,0,1,0,0,0,2012,3,17,12,Monday,1,0,0,0,5
1970,PhD,Married,40297.2,2,0,45,1,1,0,2,16,3,5,0,0,1,8,0,0,0,0,0,0,2013,8,43,1,Thursday,1,0,0,0,4
1964,PhD,Married,64053.6,1,1,48,10,9,4,6,494,9,152,8,6,132,8,0,0,0,0,0,0,2012,9,48,24,Monday,1,0,0,0,4
1976,Graduation,Together,73120.8,0,1,48,2,6,4,11,229,158,155,192,93,54,4,0,0,0,0,0,0,2014,1,38,17,Friday,1,0,0,0,5
1988,Graduation,Divorced,97633.2,0,0,25,1,3,10,13,168,26,424,27,65,76,1,0,0,0,0,0,0,2014,2,26,25,Tuesday,1,0,0,0,5
1954,Master,Married,71224.8,0,2,66,1,4,4,7,300,24,78,39,13,13,3,0,0,0,0,0,0,2014,4,60,24,Thursday,1,0,0,0,3
1971,Graduation,Widow,80077.2,0,1,40,4,4,3,6,376,162,194,58,106,141,3,0,0,0,0,0,0,2012,12,41,9,Sunday,1,0,0,0,5
1958,PhD,Together,8202.0,0,1,83,0,0,0,1,112,5,12,2,2,12,20,0,0,0,0,0,0,2012,8,54,12,Sunday,1,0,0,1,4
1987,PhD,Single,35998.8,1,0,29,4,3,1,4,73,10,59,10,5,11,8,0,0,0,0,0,0,2013,2,26,13,Wednesday,1,0,0,0,4
1972,Graduation,Divorced,66762.0,0,1,41,4,7,3,7,240,68,164,50,49,27,6,0,0,0,0,0,0,2012,11,40,13,Tuesday,1,0,0,0,5
1976,Graduation,Married,33087.6,1,0,52,4,5,1,4,55,18,110,39,15,15,8,0,0,0,0,0,0,2013,3,37,25,Monday,1,0,0,0,5
1954,Graduation,Together,113260.8,0,0,69,0,5,8,5,1116,27,790,160,45,172,2,0,1,1,1,0,0,2013,4,59,3,Wednesday,1,0,0,0,5
1953,Graduation,Together,100612.8,0,0,64,1,4,4,11,906,34,345,75,31,191,1,0,0,1,0,0,0,2013,12,60,5,Thursday,1,0,0,0,5
